CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),cluster,segment,dbscan_cluster
25592,Male,29,55104,53,0,Low Income - Low Spending,0
7980,Female,44,15000,19,2,Low Income - High Spending,0
26365,Female,35,58906,43,0,Low Income - Low Spending,0
17691,Male,30,32250,37,0,Low Income - Low Spending,0
11528,Female,48,86502,53,2,Low Income - High Spending,0
14267,Female,31,66796,53,0,Low Income - Low Spending,0
46638,Male,33,46368,78,1,High Income - High Spending,0
1247,Male,22,46255,61,0,Low Income - Low Spending,0
1866,Male,47,69399,49,2,Low Income - High Spending,0
31356,Male,41,97715,5,4,Average Customers,0
10823,Female,36,39336,67,1,High Income - High Spending,0
27490,Female,23,102107,8,4,Average Customers,0
1301,Female,39,87681,54,2,Low Income - High Spending,0
16785,Female,49,219784,82,3,High Income - Low Spending,0
35291,Male,31,163994,86,3,High Income - Low Spending,0
44556,Male,29,190661,77,3,High Income - Low Spending,0
37977,Female,54,44636,86,1,High Income - High Spending,0
34117,Male,29,41804,15,0,Low Income - Low Spending,0
3570,Male,41,58459,43,2,Low Income - High Spending,0
35394,Male,43,48665,55,2,Low Income - High Spending,0
43225,Male,39,200606,92,3,High Income - Low Spending,0
13731,Female,18,28151,76,1,High Income - High Spending,0
28803,Female,71,24894,16,2,Low Income - High Spending,0
4723,Male,32,17056,23,0,Low Income - Low Spending,0
5410,Female,31,51695,82,1,High Income - High Spending,0
14145,Male,42,18802,64,1,High Income - High Spending,0
43078,Female,40,67728,54,2,Low Income - High Spending,0
192,Female,52,120172,80,2,Low Income - High Spending,0
13792,Female,26,55504,41,0,Low Income - Low Spending,0
27590,Female,40,70861,44,2,Low Income - High Spending,0
27325,Female,33,29812,62,1,High Income - High Spending,0
27803,Female,53,97709,32,2,Low Income - High Spending,0
12143,Female,65,24851,16,2,Low Income - High Spending,0
37701,Male,28,175277,20,4,Average Customers,0
634,Female,41,84757,59,2,Low Income - High Spending,0
23137,Female,34,45469,84,1,High Income - High Spending,0
47767,Female,27,140109,6,4,Average Customers,0
33404,Male,18,42255,55,0,Low Income - Low Spending,0
48949,Female,35,91582,44,0,Low Income - Low Spending,0
25706,Female,37,255395,71,3,High Income - Low Spending,0
48093,Female,41,18519,16,2,Low Income - High Spending,0
22245,Female,26,64298,45,0,Low Income - Low Spending,0
27747,Male,61,191533,80,3,High Income - Low Spending,0
37863,Male,18,71783,48,0,Low Income - Low Spending,0
47555,Male,39,62133,55,2,Low Income - High Spending,0
20532,Male,41,47459,16,2,Low Income - High Spending,0
31086,Male,54,75828,57,2,Low Income - High Spending,0
20230,Male,47,49192,55,2,Low Income - High Spending,0
49883,Female,43,85702,42,2,Low Income - High Spending,0
34856,Female,50,24806,90,1,High Income - High Spending,0
44740,Female,23,50222,76,1,High Income - High Spending,0
28375,Female,61,99086,33,2,Low Income - High Spending,0
101,Female,47,73893,52,2,Low Income - High Spending,0
21098,Female,31,49863,50,0,Low Income - Low Spending,0
33049,Male,52,32271,18,2,Low Income - High Spending,0
12502,Female,28,62818,54,0,Low Income - Low Spending,0
43420,Female,56,46569,49,2,Low Income - High Spending,0
30574,Female,29,72243,40,0,Low Income - Low Spending,0
12834,Male,37,136385,91,3,High Income - Low Spending,0
38943,Male,42,150066,8,4,Average Customers,0
24032,Female,55,185618,93,3,High Income - Low Spending,0
28170,Male,28,52024,49,0,Low Income - Low Spending,0
48117,Male,40,60478,55,2,Low Income - High Spending,0
27286,Female,32,79382,50,0,Low Income - Low Spending,0
38045,Female,18,70443,50,0,Low Income - Low Spending,0
5503,Male,18,64793,51,0,Low Income - Low Spending,0
48229,Male,27,67506,49,0,Low Income - Low Spending,0
14826,Female,33,108365,11,4,Average Customers,0
42708,Male,26,15000,38,0,Low Income - Low Spending,0
32322,Male,58,60024,52,2,Low Income - High Spending,0
18226,Female,19,79656,58,0,Low Income - Low Spending,0
37348,Male,50,82491,50,2,Low Income - High Spending,0
15517,Male,34,57281,43,0,Low Income - Low Spending,0
8986,Female,37,54478,45,2,Low Income - High Spending,0
28228,Male,29,131598,16,4,Average Customers,0
44790,Female,41,29324,68,1,High Income - High Spending,0
31568,Female,33,61618,48,0,Low Income - Low Spending,0
33844,Female,40,53088,43,2,Low Income - High Spending,0
13917,Female,22,59964,48,0,Low Income - Low Spending,0
38369,Female,27,75116,50,0,Low Income - Low Spending,0
1003,Female,27,22183,7,0,Low Income - Low Spending,0
44228,Male,26,170839,12,4,Average Customers,0
7900,Female,39,138862,11,4,Average Customers,0
24885,Female,28,274401,80,3,High Income - Low Spending,0
9678,Female,20,143278,25,4,Average Customers,0
42411,Female,26,30258,68,1,High Income - High Spending,0
21061,Female,18,88284,59,0,Low Income - Low Spending,0
12696,Male,18,89433,55,0,Low Income - Low Spending,0
29638,Male,28,27871,60,0,Low Income - Low Spending,0
4797,Male,41,150787,12,4,Average Customers,0
37016,Male,19,85072,59,0,Low Income - Low Spending,0
15580,Female,48,78751,44,2,Low Income - High Spending,0
36054,Female,18,152103,7,4,Average Customers,0
49670,Male,18,61051,47,0,Low Income - Low Spending,0
35234,Male,29,41860,35,0,Low Income - Low Spending,0
35622,Male,18,84610,47,0,Low Income - Low Spending,0
21834,Male,43,81219,56,2,Low Income - High Spending,0
40848,Male,18,273168,78,3,High Income - Low Spending,0
13533,Male,21,21184,67,0,Low Income - Low Spending,0
874,Female,32,27596,29,0,Low Income - Low Spending,0
41290,Female,43,66093,51,2,Low Income - High Spending,0
42688,Male,47,110118,82,1,High Income - High Spending,0
18837,Male,31,18429,27,0,Low Income - Low Spending,0
33425,Male,19,41640,7,0,Low Income - Low Spending,0
10501,Male,29,52260,46,0,Low Income - Low Spending,0
23385,Male,53,25424,67,2,Low Income - High Spending,0
3929,Female,29,33860,18,0,Low Income - Low Spending,0
48932,Male,41,65991,41,2,Low Income - High Spending,0
20756,Male,34,221387,88,3,High Income - Low Spending,0
29488,Male,33,253612,92,3,High Income - Low Spending,0
47712,Male,43,63941,43,2,Low Income - High Spending,0
38436,Male,20,94248,41,0,Low Income - Low Spending,0
1766,Male,39,62578,59,2,Low Income - High Spending,0
33163,Female,19,29774,84,1,High Income - High Spending,0
8435,Female,39,36929,79,1,High Income - High Spending,0
29958,Female,39,30620,74,1,High Income - High Spending,0
16530,Female,67,108844,20,2,Low Income - High Spending,0
651,Female,46,46269,19,2,Low Income - High Spending,0
2609,Male,18,33225,81,1,High Income - High Spending,0
27441,Male,28,52377,53,0,Low Income - Low Spending,0
47795,Male,51,72920,56,2,Low Income - High Spending,0
30597,Female,32,147153,18,4,Average Customers,0
2573,Female,22,17985,69,1,High Income - High Spending,0
21926,Male,33,78259,49,0,Low Income - Low Spending,0
38712,Female,66,56399,59,2,Low Income - High Spending,0
4656,Female,37,35844,88,1,High Income - High Spending,0
16150,Female,21,71386,42,0,Low Income - Low Spending,0
3624,Male,18,292575,80,3,High Income - Low Spending,0
49638,Female,24,46444,88,1,High Income - High Spending,0
37446,Female,18,88860,57,0,Low Income - Low Spending,0
31580,Female,34,39468,39,0,Low Income - Low Spending,0
29857,Male,38,77631,43,2,Low Income - High Spending,0
29947,Male,39,112075,31,4,Average Customers,0
528,Male,49,135482,70,2,Low Income - High Spending,0
20474,Female,32,107078,32,4,Average Customers,0
17455,Male,33,65852,49,0,Low Income - Low Spending,0
4435,Male,27,91053,50,0,Low Income - Low Spending,0
15115,Female,36,205063,94,3,High Income - Low Spending,0
42073,Male,24,88506,40,0,Low Income - Low Spending,0
20569,Female,21,150933,8,4,Average Customers,0
9247,Male,46,92817,49,2,Low Income - High Spending,0
9746,Female,47,56393,53,2,Low Income - High Spending,0
10342,Male,23,83608,51,0,Low Income - Low Spending,0
43447,Female,35,132513,24,4,Average Customers,0
45705,Male,44,80376,55,2,Low Income - High Spending,0
7607,Male,41,34665,8,2,Low Income - High Spending,0
35825,Female,40,55507,28,2,Low Income - High Spending,0
6760,Male,34,64256,56,0,Low Income - Low Spending,0
5092,Male,35,74982,41,0,Low Income - Low Spending,0
37896,Female,46,79652,51,2,Low Income - High Spending,0
40069,Female,20,82622,43,0,Low Income - Low Spending,0
20441,Female,49,33137,26,2,Low Income - High Spending,0
35656,Female,35,94842,57,0,Low Income - Low Spending,0
25777,Male,39,163331,28,4,Average Customers,0
987,Male,38,171965,83,3,High Income - Low Spending,0
38671,Female,32,83799,49,0,Low Income - Low Spending,0
11521,Female,39,44043,5,4,Average Customers,0
27661,Male,48,131165,27,2,Low Income - High Spending,0
48441,Female,42,34098,38,2,Low Income - High Spending,0
37998,Male,30,100152,53,0,Low Income - Low Spending,0
26102,Female,38,22943,78,1,High Income - High Spending,0
21629,Male,25,216584,75,3,High Income - Low Spending,0
30394,Male,51,90272,77,2,Low Income - High Spending,0
43695,Female,23,183084,76,3,High Income - Low Spending,0
34017,Female,34,52821,52,0,Low Income - Low Spending,0
47927,Female,54,53940,45,2,Low Income - High Spending,0
6323,Female,35,35180,90,1,High Income - High Spending,0
33917,Male,27,18838,83,1,High Income - High Spending,0
24272,Female,43,156300,78,3,High Income - Low Spending,0
997,Female,41,89032,50,2,Low Income - High Spending,0
21811,Female,32,70118,58,0,Low Income - Low Spending,0
10808,Male,37,51460,41,2,Low Income - High Spending,0
17673,Female,29,19743,63,1,High Income - High Spending,0
27695,Female,45,74994,42,2,Low Income - High Spending,0
40282,Male,33,53736,44,0,Low Income - Low Spending,0
38055,Male,44,26457,18,2,Low Income - High Spending,0
33419,Male,39,66141,55,2,Low Income - High Spending,0
28321,Female,23,96076,54,0,Low Income - Low Spending,0
30104,Male,38,51959,86,1,High Income - High Spending,0
18706,Female,37,75289,45,2,Low Income - High Spending,0
31900,Female,24,49390,55,0,Low Income - Low Spending,0
14268,Female,19,32543,70,0,Low Income - Low Spending,0
9641,Female,54,24586,97,1,High Income - High Spending,0
6379,Female,26,34250,21,0,Low Income - Low Spending,0
20994,Male,42,82674,55,2,Low Income - High Spending,0
3254,Female,49,29167,92,1,High Income - High Spending,0
43413,Female,38,214055,76,3,High Income - Low Spending,0
49205,Female,24,222947,95,3,High Income - Low Spending,0
31015,Female,36,153878,33,4,Average Customers,0
24937,Male,53,88202,40,2,Low Income - High Spending,0
6642,Male,28,41094,72,1,High Income - High Spending,0
46820,Male,55,80615,54,2,Low Income - High Spending,0
43364,Male,32,59643,42,0,Low Income - Low Spending,0
17742,Female,39,127130,92,1,High Income - High Spending,0
8349,Male,44,48575,41,2,Low Income - High Spending,0
15316,Female,18,35835,17,0,Low Income - Low Spending,0
49225,Male,31,83340,45,0,Low Income - Low Spending,0
19980,Female,48,57820,53,2,Low Income - High Spending,0
27738,Male,25,31723,17,0,Low Income - Low Spending,0
19367,Male,23,84712,52,0,Low Income - Low Spending,0
46773,Female,32,19234,19,0,Low Income - Low Spending,0
33993,Male,18,91109,48,0,Low Income - Low Spending,0
10398,Male,42,84140,49,2,Low Income - High Spending,0
12997,Female,59,68945,47,2,Low Income - High Spending,0
20548,Female,26,48940,51,0,Low Income - Low Spending,0
