order_id,user_id,age,gender,city,product_id,category,price_x,quantity,total_amount,timestamp
44,164,45,Male,Chennai,56,Electronics,29800,1,29800,2024-01-27
45,894,55,Male,Hyderabad,20,Sports,3243,3,9729,2024-04-26
46,228,23,Female,Chennai,103,Sports,11400,1,11400,2024-04-16
47,359,57,Male,Bangalore,157,Beauty,4763,3,14289,2023-08-22
48,229,39,Female,Delhi,13,Electronics,10333,2,20666,2024-11-06
49,198,41,Male,Mumbai,205,Electronics,23672,2,47344,2023-12-03
50,286,37,Male,Chennai,36,Electronics,12418,1,12418,2023-10-13
51,360,63,Male,Bangalore,261,Electronics,2458,3,7374,2024-02-14
52,696,45,Male,Mumbai,275,Fashion,6586,2,13172,2023-12-06
53,962,32,Female,Bangalore,15,Fashion,504,1,504,2023-04-29
54,899,45,Female,Chennai,134,Electronics,21753,1,21753,2023-07-02
55,595,46,Female,Bangalore,136,Beauty,2626,2,5252,2023-02-09
56,112,58,Male,Hyderabad,223,Electronics,9846,2,19692,2023-12-20
57,747,40,Female,Chennai,161,Home,5343,1,5343,2024-03-22
58,621,18,Male,Mumbai,262,Fashion,2801,3,8403,2023-04-29
59,395,32,Female,Bangalore,296,Beauty,2797,3,8391,2023-07-14
60,261,52,Female,Mumbai,23,Beauty,5760,3,17280,2024-12-26
61,447,33,Male,Mumbai,1,Electronics,27537,1,27537,2024-06-16
62,948,26,Male,Delhi,276,Electronics,37896,2,75792,2024-12-04
63,737,18,Female,Chennai,101,Fashion,2027,1,2027,2024-01-08
64,442,49,Male,Bangalore,36,Electronics,12418,2,24836,2024-11-11
65,943,47,Female,Chennai,170,Sports,11768,3,35304,2024-09-30
66,322,51,Female,Mumbai,64,Home,2736,3,8208,2023-11-04
67,520,34,Female,Hyderabad,159,Electronics,12031,2,24062,2024-11-13
68,419,49,Female,Mumbai,168,Beauty,4335,2,8670,2024-02-17
69,714,64,Female,Delhi,152,Sports,2885,1,2885,2024-07-21
70,131,54,Female,Mumbai,99,Home,5066,3,15198,2024-03-06
71,681,29,Female,Mumbai,195,Sports,2129,1,2129,2024-11-24
72,767,48,Male,Delhi,90,Electronics,31075,1,31075,2024-09-22
73,583,53,Male,Chennai,155,Sports,15489,1,15489,2024-02-20
74,562,39,Female,Hyderabad,1,Electronics,27537,3,82611,2023-11-08
75,294,35,Female,Mumbai,108,Beauty,1377,1,1377,2024-03-16
76,805,22,Female,Bangalore,297,Electronics,641,1,641,2024-09-13
77,671,64,Male,Mumbai,165,Sports,882,1,882,2024-04-21
78,453,29,Female,Mumbai,227,Beauty,1185,1,1185,2024-11-22
79,219,23,Male,Bangalore,262,Fashion,2801,1,2801,2024-04-29
80,813,41,Female,Chennai,87,Home,3537,1,3537,2024-11-05
81,87,43,Male,Bangalore,146,Sports,11003,3,33009,2024-06-11
82,680,28,Female,Chennai,172,Fashion,3500,1,3500,2023-04-06
83,839,36,Male,Delhi,121,Electronics,28124,2,56248,2024-11-19
84,318,62,Female,Delhi,116,Electronics,18633,1,18633,2023-07-23
85,151,47,Female,Hyderabad,13,Electronics,10333,1,10333,2023-02-17
86,251,35,Female,Chennai,244,Beauty,2526,3,7578,2024-09-17
87,871,52,Female,Mumbai,38,Beauty,1649,3,4947,2024-04-11
88,425,30,Female,Bangalore,295,Fashion,7331,2,14662,2023-07-19
89,736,52,Male,Hyderabad,197,Fashion,4011,2,8022,2024-05-21
90,410,50,Male,Hyderabad,125,Beauty,5176,3,15528,2023-06-01
91,672,58,Female,Chennai,3,Home,9835,3,29505,2023-04-20
92,798,55,Male,Hyderabad,218,Fashion,2199,1,2199,2023-08-13
93,181,44,Female,Bangalore,266,Home,4230,3,12690,2024-04-20
94,52,64,Male,Hyderabad,286,Sports,12730,2,25460,2023-09-13
95,940,23,Male,Delhi,63,Beauty,3262,1,3262,2024-04-12
96,137,43,Male,Mumbai,238,Sports,12928,2,25856,2024-11-14
97,544,53,Male,Delhi,287,Fashion,2087,1,2087,2024-09-01
98,325,50,Male,Mumbai,227,Beauty,1185,3,3555,2024-09-19
99,835,20,Male,Mumbai,259,Fashion,2595,2,5190,2024-03-12
100,851,29,Female,Hyderabad,281,Electronics,44833,1,44833,2024-04-01
101,919,53,Female,Hyderabad,82,Fashion,5248,1,5248,2024-05-01
102,461,22,Male,Hyderabad,133,Home,2674,3,8022,2023-09-11
103,861,64,Male,Hyderabad,142,Fashion,6711,3,20133,2024-06-17
104,497,41,Female,Mumbai,123,Beauty,4067,3,12201,2023-10-09
105,451,46,Male,Chennai,40,Home,2939,2,5878,2024-12-31
106,293,63,Male,Hyderabad,121,Electronics,28124,1,28124,2023-10-06
107,344,46,Female,Bangalore,164,Fashion,558,3,1674,2024-07-07
108,83,62,Female,Bangalore,71,Home,2490,2,4980,2023-06-04
109,237,20,Male,Bangalore,197,Fashion,4011,2,8022,2024-12-11
110,157,60,Male,Delhi,110,Fashion,6297,2,12594,2023-03-07
111,425,30,Female,Bangalore,209,Fashion,7944,3,23832,2023-12-05
112,556,52,Female,Bangalore,239,Beauty,5238,3,15714,2024-03-01
113,64,23,Female,Hyderabad,106,Beauty,2524,1,2524,2024-03-06
114,399,49,Female,Hyderabad,300,Sports,9631,1,9631,2024-12-13
115,21,47,Female,Hyderabad,295,Fashion,7331,3,21993,2024-01-25
116,489,33,Female,Chennai,4,Fashion,5298,2,10596,2023-12-27
117,306,25,Male,Mumbai,200,Electronics,43860,2,87720,2024-03-05
118,552,29,Female,Bangalore,280,Home,1348,2,2696,2024-09-09
119,920,64,Female,Hyderabad,113,Beauty,2991,1,2991,2024-05-14
120,225,41,Male,Bangalore,140,Home,7252,2,14504,2024-03-22
121,498,29,Male,Chennai,15,Fashion,504,1,504,2024-02-03
122,345,63,Male,Delhi,208,Sports,12339,1,12339,2023-06-19
123,861,64,Male,Hyderabad,240,Fashion,4733,2,9466,2023-05-11
124,638,56,Male,Mumbai,274,Home,6325,2,12650,2023-01-28
125,929,58,Female,Delhi,202,Electronics,37132,3,111396,2024-08-29
126,578,22,Male,Hyderabad,14,Electronics,8396,3,25188,2023-03-27
127,659,62,Male,Hyderabad,220,Beauty,2972,2,5944,2023-05-19
128,888,40,Female,Delhi,237,Fashion,2893,1,2893,2023-07-06
129,52,64,Male,Hyderabad,134,Electronics,21753,1,21753,2024-01-24
130,336,47,Male,Hyderabad,109,Home,9683,1,9683,2024-04-10
131,335,45,Female,Delhi,173,Beauty,5310,1,5310,2024-01-24
132,285,57,Male,Mumbai,216,Sports,19974,1,19974,2023-09-16
133,855,31,Female,Mumbai,42,Sports,13783,3,41349,2024-04-26
134,20,61,Male,Bangalore,277,Sports,6970,2,13940,2023-02-23
135,975,43,Female,Chennai,180,Fashion,6809,3,20427,2023-08-18
136,666,53,Male,Hyderabad,36,Electronics,12418,1,12418,2024-10-29
137,42,56,Male,Mumbai,16,Fashion,881,1,881,2023-09-11
138,205,34,Male,Hyderabad,11,Beauty,3671,1,3671,2024-09-28
139,157,60,Male,Delhi,123,Beauty,4067,1,4067,2023-05-10
140,485,18,Female,Chennai,59,Home,7033,2,14066,2024-07-31
141,971,62,Female,Delhi,112,Sports,6374,1,6374,2024-04-21
142,717,27,Male,Hyderabad,132,Home,9603,2,19206,2024-01-13
143,172,61,Female,Chennai,59,Home,7033,1,7033,2023-06-17
144,988,28,Female,Bangalore,160,Home,3222,2,6444,2023-04-21
145,593,52,Female,Delhi,14,Electronics,8396,3,25188,2023-11-16
146,590,31,Female,Chennai,193,Home,1323,1,1323,2024-02-11
147,965,55,Male,Delhi,102,Sports,2454,2,4908,2023-03-19
148,607,63,Male,Mumbai,125,Beauty,5176,3,15528,2023-04-15
149,714,64,Female,Delhi,155,Sports,15489,1,15489,2024-12-01
150,615,46,Male,Delhi,62,Electronics,33865,1,33865,2024-08-02
151,802,47,Male,Bangalore,22,Sports,17858,1,17858,2023-12-22
152,546,56,Male,Hyderabad,220,Beauty,2972,2,5944,2024-11-08
153,380,52,Female,Chennai,36,Electronics,12418,2,24836,2024-06-02
154,664,28,Male,Chennai,175,Fashion,7371,3,22113,2023-01-13
155,870,25,Male,Delhi,216,Sports,19974,2,39948,2024-05-16
156,109,22,Female,Mumbai,222,Electronics,46537,2,93074,2024-01-06
157,651,45,Male,Bangalore,236,Fashion,2015,1,2015,2024-12-25
158,157,60,Male,Delhi,223,Electronics,9846,1,9846,2023-06-30
159,752,36,Female,Bangalore,268,Home,9231,1,9231,2024-10-28
160,277,37,Male,Mumbai,276,Electronics,37896,1,37896,2024-05-10
161,477,27,Male,Mumbai,224,Beauty,787,1,787,2024-08-29
162,275,33,Female,Delhi,166,Electronics,14437,1,14437,2023-09-09
163,851,29,Female,Hyderabad,45,Beauty,4460,1,4460,2023-10-13
164,903,56,Male,Hyderabad,231,Electronics,26317,3,78951,2023-09-07
165,769,56,Female,Delhi,238,Sports,12928,3,38784,2024-08-06
166,625,42,Female,Bangalore,195,Sports,2129,3,6387,2023-12-11
167,30,44,Female,Chennai,254,Fashion,6715,3,20145,2023-11-29
168,187,25,Female,Mumbai,250,Electronics,33102,1,33102,2023-08-06
169,364,39,Female,Mumbai,133,Home,2674,3,8022,2023-12-15
170,287,52,Male,Bangalore,142,Fashion,6711,1,6711,2024-07-23
171,11,28,Male,Chennai,265,Beauty,5263,3,15789,2023-07-15
172,88,42,Male,Hyderabad,124,Sports,7793,2,15586,2024-02-21
173,501,50,Female,Bangalore,285,Sports,992,3,2976,2023-09-04
174,708,30,Female,Mumbai,244,Beauty,2526,3,7578,2024-10-23
175,729,42,Female,Mumbai,252,Electronics,13076,1,13076,2024-04-03
176,812,37,Male,Hyderabad,9,Electronics,17515,3,52545,2023-04-06
177,302,50,Male,Mumbai,114,Electronics,31432,2,62864,2024-02-19
178,709,63,Female,Hyderabad,125,Beauty,5176,1,5176,2023-11-10
179,680,28,Female,Chennai,298,Sports,3259,1,3259,2024-01-13
180,485,18,Female,Chennai,284,Beauty,659,3,1977,2024-06-27
181,353,20,Male,Mumbai,218,Fashion,2199,1,2199,2024-07-17
182,339,23,Female,Hyderabad,181,Sports,6506,1,6506,2024-12-20
183,465,22,Male,Chennai,139,Electronics,33158,1,33158,2023-11-10
184,258,48,Female,Chennai,119,Beauty,981,1,981,2023-05-04
185,739,23,Male,Delhi,99,Home,5066,1,5066,2023-11-20
186,123,52,Male,Mumbai,275,Fashion,6586,1,6586,2024-12-07
187,190,54,Male,Mumbai,99,Home,5066,2,10132,2023-08-10
188,757,63,Female,Delhi,248,Sports,11701,3,35103,2023-10-11
189,742,22,Male,Bangalore,269,Beauty,2438,2,4876,2024-09-03
190,290,42,Female,Hyderabad,52,Sports,10723,1,10723,2023-07-18
191,304,38,Female,Mumbai,117,Fashion,2975,1,2975,2024-01-05
192,184,20,Female,Chennai,155,Sports,15489,3,46467,2023-01-15
193,726,28,Female,Bangalore,274,Home,6325,2,12650,2023-05-10
194,281,28,Female,Delhi,24,Fashion,6639,3,19917,2023-02-25
195,567,58,Male,Bangalore,150,Home,5054,2,10108,2024-12-15
196,967,32,Male,Delhi,65,Beauty,4888,1,4888,2024-10-15
197,890,60,Male,Chennai,252,Electronics,13076,3,39228,2023-04-16
198,894,55,Male,Hyderabad,7,Electronics,20175,3,60525,2024-08-10
199,292,35,Male,Chennai,241,Beauty,5633,1,5633,2024-05-05
200,452,20,Female,Hyderabad,175,Fashion,7371,3,22113,2023-07-08
201,989,53,Male,Hyderabad,27,Home,14698,2,29396,2023-09-16
202,964,47,Female,Bangalore,245,Fashion,3547,2,7094,2023-04-27
203,842,35,Female,Hyderabad,34,Fashion,1471,2,2942,2024-02-15
204,504,29,Female,Bangalore,38,Beauty,1649,2,3298,2024-08-13
205,645,25,Female,Mumbai,28,Electronics,32762,1,32762,2023-06-05
206,153,40,Male,Mumbai,289,Sports,11049,3,33147,2023-11-08
207,88,42,Male,Hyderabad,128,Sports,14165,2,28330,2023-05-02
208,572,45,Male,Bangalore,214,Fashion,6654,1,6654,2024-09-12
209,611,26,Female,Hyderabad,116,Electronics,18633,3,55899,2024-06-19
210,390,63,Male,Chennai,231,Electronics,26317,3,78951,2024-03-29
211,305,37,Female,Delhi,220,Beauty,2972,1,2972,2023-11-09
212,583,53,Male,Chennai,31,Home,14689,1,14689,2024-09-16
213,984,43,Female,Hyderabad,51,Home,8962,2,17924,2023-08-01
214,641,30,Female,Delhi,109,Home,9683,3,29049,2023-09-28
215,677,20,Female,Hyderabad,42,Sports,13783,3,41349,2023-06-10
216,246,24,Male,Bangalore,89,Home,11807,1,11807,2024-07-19
217,77,25,Male,Mumbai,81,Sports,15777,3,47331,2023-01-03
218,419,49,Female,Mumbai,231,Electronics,26317,2,52634,2024-12-06
219,609,57,Male,Chennai,241,Beauty,5633,3,16899,2023-10-26
220,34,32,Male,Mumbai,119,Beauty,981,1,981,2023-10-23
221,724,49,Male,Bangalore,145,Home,5816,1,5816,2024-12-20
222,881,19,Male,Bangalore,233,Home,14128,2,28256,2023-03-14
223,704,37,Female,Delhi,120,Sports,16882,2,33764,2023-09-28
224,807,21,Female,Hyderabad,102,Sports,2454,3,7362,2024-03-11
225,118,51,Female,Bangalore,279,Electronics,28776,3,86328,2023-08-19
226,664,28,Male,Chennai,77,Fashion,1817,1,1817,2023-09-30
227,847,23,Female,Bangalore,73,Sports,12461,2,24922,2023-03-15
228,62,21,Female,Bangalore,85,Fashion,6465,2,12930,2023-11-11
229,610,59,Male,Bangalore,292,Electronics,23246,2,46492,2023-10-23
230,450,39,Female,Delhi,64,Home,2736,3,8208,2024-04-24
231,706,45,Female,Hyderabad,156,Home,7371,2,14742,2024-12-17
232,413,61,Male,Hyderabad,140,Home,7252,1,7252,2024-05-27
233,553,30,Male,Chennai,253,Electronics,28016,1,28016,2024-03-24
234,83,62,Female,Bangalore,21,Fashion,2597,3,7791,2024-03-18
235,753,34,Female,Delhi,166,Electronics,14437,3,43311,2024-09-10
236,257,40,Male,Delhi,14,Electronics,8396,2,16792,2023-04-04
237,235,33,Male,Hyderabad,295,Fashion,7331,3,21993,2024-08-24
238,974,23,Female,Chennai,11,Beauty,3671,1,3671,2024-11-19
239,842,35,Female,Hyderabad,138,Beauty,5746,2,11492,2024-08-13
240,42,56,Male,Mumbai,90,Electronics,31075,1,31075,2024-04-26
241,532,28,Female,Mumbai,227,Beauty,1185,2,2370,2023-10-12
242,186,23,Male,Hyderabad,300,Sports,9631,3,28893,2024-03-22
243,651,45,Male,Bangalore,252,Electronics,13076,2,26152,2023-04-04
244,482,27,Male,Bangalore,179,Beauty,3213,2,6426,2024-02-23
245,342,54,Male,Mumbai,165,Sports,882,1,882,2024-11-17
246,108,50,Male,Mumbai,83,Home,12180,1,12180,2023-12-04
247,422,52,Male,Hyderabad,254,Fashion,6715,2,13430,2023-10-23
248,679,40,Female,Chennai,206,Home,626,3,1878,2024-07-17
249,38,54,Female,Delhi,233,Home,14128,3,42384,2023-04-01
250,323,38,Male,Hyderabad,130,Electronics,43451,1,43451,2023-11-28
251,119,50,Female,Bangalore,207,Electronics,15536,3,46608,2024-06-10
252,845,39,Male,Chennai,1,Electronics,27537,1,27537,2024-11-04
253,891,64,Male,Mumbai,278,Sports,10128,3,30384,2024-04-18
254,424,33,Female,Chennai,28,Electronics,32762,2,65524,2023-07-12
255,531,62,Female,Hyderabad,186,Beauty,4158,1,4158,2024-09-29
256,775,61,Male,Hyderabad,256,Beauty,1289,1,1289,2024-10-02
257,453,29,Female,Mumbai,27,Home,14698,2,29396,2023-07-28
258,274,36,Male,Bangalore,282,Electronics,8679,1,8679,2023-05-15
259,950,48,Female,Delhi,148,Fashion,7010,3,21030,2024-03-24
260,902,34,Male,Mumbai,249,Electronics,41218,3,123654,2023-05-05
261,30,44,Female,Chennai,123,Beauty,4067,1,4067,2024-12-27
262,163,39,Female,Chennai,160,Home,3222,3,9666,2024-07-18
263,15,41,Male,Mumbai,283,Sports,16613,1,16613,2024-02-22
264,96,24,Female,Bangalore,116,Electronics,18633,2,37266,2023-04-27
265,473,50,Male,Chennai,61,Fashion,6770,1,6770,2024-10-25
266,853,63,Female,Chennai,79,Beauty,2857,2,5714,2024-05-25
267,956,23,Male,Chennai,150,Home,5054,3,15162,2024-06-05
268,723,35,Male,Bangalore,140,Home,7252,2,14504,2024-03-01
269,855,31,Female,Mumbai,248,Sports,11701,3,35103,2024-04-28
270,250,56,Male,Hyderabad,234,Electronics,26056,1,26056,2024-07-18
271,149,49,Male,Chennai,197,Fashion,4011,3,12033,2023-07-15
272,944,28,Male,Bangalore,261,Electronics,2458,1,2458,2023-05-20
273,885,24,Male,Bangalore,36,Electronics,12418,1,12418,2023-10-10
274,792,51,Male,Hyderabad,213,Sports,1245,2,2490,2023-12-15
275,957,19,Male,Mumbai,260,Beauty,355,2,710,2023-10-01
276,841,22,Male,Delhi,2,Electronics,10057,2,20114,2023-10-17
277,744,22,Female,Hyderabad,153,Sports,5823,2,11646,2024-08-24
278,594,40,Male,Hyderabad,251,Sports,9722,3,29166,2023-06-02
279,458,46,Female,Bangalore,276,Electronics,37896,3,113688,2024-05-10
280,354,35,Female,Chennai,171,Fashion,2567,3,7701,2024-07-19
281,782,32,Male,Bangalore,279,Electronics,28776,1,28776,2024-01-22
282,467,33,Female,Delhi,165,Sports,882,3,2646,2023-07-13
283,715,42,Male,Bangalore,123,Beauty,4067,3,12201,2024-08-08
284,393,29,Male,Chennai,120,Sports,16882,3,50646,2024-02-25
285,45,42,Female,Hyderabad,163,Electronics,11616,2,23232,2024-04-29
286,723,35,Male,Bangalore,196,Sports,9038,3,27114,2024-01-31
287,680,28,Female,Chennai,78,Beauty,4493,1,4493,2024-05-22
288,988,28,Female,Bangalore,19,Electronics,30814,2,61628,2023-05-10
289,515,48,Male,Hyderabad,170,Sports,11768,1,11768,2023-04-13
290,896,32,Female,Mumbai,226,Beauty,2021,3,6063,2023-04-13
291,539,54,Female,Bangalore,234,Electronics,26056,2,52112,2023-01-16
292,740,45,Male,Mumbai,74,Fashion,4572,1,4572,2024-02-24
293,892,62,Male,Hyderabad,80,Home,4048,3,12144,2023-03-18
294,481,48,Male,Bangalore,136,Beauty,2626,1,2626,2023-12-13
295,639,20,Female,Hyderabad,204,Electronics,24717,1,24717,2024-10-27
296,83,62,Female,Bangalore,169,Electronics,7129,1,7129,2024-11-21
297,880,41,Female,Hyderabad,274,Home,6325,3,18975,2024-01-25
298,978,37,Female,Bangalore,163,Electronics,11616,3,34848,2024-10-03
299,736,52,Male,Hyderabad,250,Electronics,33102,1,33102,2024-07-08
300,37,20,Female,Chennai,36,Electronics,12418,2,24836,2023-08-29
301,647,56,Female,Mumbai,148,Fashion,7010,2,14020,2023-08-21
302,765,51,Female,Hyderabad,47,Electronics,28728,3,86184,2024-03-20
303,101,25,Male,Chennai,52,Sports,10723,3,32169,2024-03-30
304,171,61,Male,Hyderabad,154,Electronics,14021,3,42063,2023-01-30
305,48,43,Male,Chennai,167,Electronics,2398,3,7194,2023-02-27
306,301,21,Male,Chennai,184,Beauty,5843,3,17529,2024-01-19
307,442,49,Male,Bangalore,75,Sports,2233,2,4466,2023-09-08
308,544,53,Male,Delhi,211,Beauty,1595,3,4785,2024-08-02
309,699,53,Female,Hyderabad,93,Home,4150,1,4150,2023-06-24
310,180,18,Male,Delhi,41,Home,4359,1,4359,2024-09-16
311,892,62,Male,Hyderabad,196,Sports,9038,2,18076,2024-09-26
312,700,44,Male,Bangalore,124,Sports,7793,1,7793,2024-05-24
313,935,23,Male,Hyderabad,299,Fashion,4896,2,9792,2023-05-27
314,238,37,Female,Chennai,237,Fashion,2893,2,5786,2024-10-15
315,261,52,Female,Mumbai,236,Fashion,2015,1,2015,2023-09-19
316,683,49,Male,Chennai,5,Fashion,462,3,1386,2024-04-21
317,923,64,Male,Delhi,148,Fashion,7010,1,7010,2024-11-24
318,560,37,Male,Mumbai,81,Sports,15777,1,15777,2023-03-17
319,453,29,Female,Mumbai,177,Sports,17671,2,35342,2024-08-24
320,307,24,Female,Mumbai,218,Fashion,2199,1,2199,2024-12-07
321,257,40,Male,Delhi,234,Electronics,26056,2,52112,2023-11-06
322,204,54,Male,Mumbai,197,Fashion,4011,3,12033,2024-05-09
323,110,59,Male,Mumbai,122,Beauty,2305,3,6915,2024-01-26
324,586,56,Male,Hyderabad,184,Beauty,5843,3,17529,2024-08-11
325,303,31,Female,Bangalore,152,Sports,2885,1,2885,2023-01-23
326,850,58,Female,Chennai,203,Fashion,2239,2,4478,2023-10-09
327,9,40,Male,Chennai,290,Electronics,21625,3,64875,2024-12-03
328,797,51,Female,Chennai,26,Sports,4600,2,9200,2024-09-12
329,764,49,Male,Delhi,255,Fashion,6349,2,12698,2023-10-21
330,795,32,Male,Mumbai,118,Fashion,7047,3,21141,2024-09-13
331,822,64,Male,Bangalore,181,Sports,6506,3,19518,2023-08-13
332,652,42,Female,Delhi,98,Fashion,6375,2,12750,2024-09-27
333,257,40,Male,Delhi,71,Home,2490,3,7470,2024-10-05
334,100,61,Male,Bangalore,21,Fashion,2597,2,5194,2023-11-13
335,808,27,Male,Mumbai,226,Beauty,2021,2,4042,2023-02-04
336,594,40,Male,Hyderabad,187,Sports,7783,3,23349,2023-05-15
337,93,62,Male,Mumbai,152,Sports,2885,1,2885,2023-12-01
338,766,45,Female,Delhi,213,Sports,1245,3,3735,2023-06-29
339,206,19,Male,Mumbai,68,Home,7921,1,7921,2024-07-06
340,898,54,Male,Mumbai,188,Beauty,5448,2,10896,2024-06-27
341,514,29,Male,Chennai,140,Home,7252,2,14504,2023-06-18
342,264,43,Male,Hyderabad,247,Beauty,1874,1,1874,2023-10-30
343,765,51,Female,Hyderabad,174,Sports,1212,2,2424,2023-04-28
344,480,51,Female,Chennai,39,Electronics,12429,1,12429,2023-05-25
345,773,29,Male,Chennai,116,Electronics,18633,1,18633,2024-11-23
346,742,22,Male,Bangalore,204,Electronics,24717,2,49434,2024-07-24
347,375,60,Female,Chennai,47,Electronics,28728,1,28728,2024-02-09
348,15,41,Male,Mumbai,136,Beauty,2626,3,7878,2024-07-03
349,127,44,Female,Delhi,233,Home,14128,3,42384,2024-01-13
350,689,45,Male,Chennai,135,Home,10406,2,20812,2024-08-21
351,391,33,Male,Chennai,191,Fashion,2210,2,4420,2023-04-21
352,692,53,Female,Mumbai,120,Sports,16882,1,16882,2024-04-27
353,26,29,Male,Delhi,288,Electronics,30016,1,30016,2023-12-02
354,938,39,Female,Hyderabad,114,Electronics,31432,1,31432,2024-10-25
355,65,59,Male,Hyderabad,238,Sports,12928,1,12928,2024-12-18
356,310,50,Male,Mumbai,210,Home,664,3,1992,2023-04-30
357,144,43,Male,Mumbai,24,Fashion,6639,3,19917,2023-02-08
358,312,39,Female,Hyderabad,253,Electronics,28016,2,56032,2023-04-29
359,100,61,Male,Bangalore,121,Electronics,28124,1,28124,2024-07-04
360,139,56,Male,Hyderabad,199,Fashion,1860,1,1860,2024-04-09
361,380,52,Female,Chennai,277,Sports,6970,2,13940,2024-03-05
362,602,27,Female,Mumbai,80,Home,4048,1,4048,2024-02-29
363,671,64,Male,Mumbai,51,Home,8962,1,8962,2024-05-16
364,631,36,Male,Chennai,209,Fashion,7944,1,7944,2023-10-14
365,34,32,Male,Mumbai,190,Fashion,7576,1,7576,2023-08-11
366,455,33,Female,Hyderabad,228,Beauty,4279,1,4279,2023-08-30
367,876,43,Male,Hyderabad,186,Beauty,4158,2,8316,2023-04-12
368,703,50,Male,Hyderabad,189,Electronics,25650,1,25650,2024-07-11
369,924,25,Female,Chennai,184,Beauty,5843,2,11686,2023-03-04
370,408,60,Male,Delhi,142,Fashion,6711,1,6711,2023-07-14
371,992,20,Male,Hyderabad,63,Beauty,3262,3,9786,2024-04-10
372,94,18,Male,Mumbai,109,Home,9683,3,29049,2024-10-19
373,655,23,Female,Chennai,11,Beauty,3671,3,11013,2023-02-21
374,806,46,Male,Delhi,171,Fashion,2567,3,7701,2023-09-07
375,129,18,Male,Hyderabad,290,Electronics,21625,2,43250,2023-07-30
376,71,51,Female,Mumbai,284,Beauty,659,2,1318,2023-08-01
377,601,26,Female,Delhi,111,Fashion,5279,1,5279,2023-08-27
378,337,46,Male,Mumbai,76,Fashion,5361,3,16083,2024-09-02
379,3,32,Female,Mumbai,142,Fashion,6711,2,13422,2023-05-29
380,134,20,Female,Hyderabad,277,Sports,6970,1,6970,2023-09-14
381,818,30,Female,Delhi,90,Electronics,31075,1,31075,2023-04-23
382,677,20,Female,Hyderabad,14,Electronics,8396,2,16792,2023-05-15
383,16,20,Male,Hyderabad,184,Beauty,5843,3,17529,2023-09-01
